;;;;;;;;;;;;;;C2H6;C3H6;C3H8;H2;C2H4
l [m];C2H4;C3H6;C2H6;C3H8;H2;FLMOL [kgmol/hr];t [s];T [K];2;3;;;;C2H6 - HYSYS;C3H6 - HYSYS;C3H8 - HYSYS;H2 - HYSYS;C2H4 - HYSYS
0,337704535;0,100025308;0,024036673;0,600725106;0,151150931;0,124061981;1,141633288;0,022100593;1142,139067;0,012786325;0,003154646;;;;;;;;
0,338073296;0,100050832;0,024042994;0,600674108;0,151138241;0,124093825;1,141674792;0,022124636;1142,099737;0,012771889;0,003151136;;;;;;;;
0,338442057;0,100076324;0,024049307;0,600623171;0,151125567;0,124125631;1,14171625;0,02214868;1142,060451;0,012757485;0,003147633;;;;;;;;
0,338810818;0,100101786;0,024055612;0,600572295;0,151112908;0,124157398;1,141757661;0,022172723;1142,021208;0,012743112;0,003144137;;;;;;;;
0,33917958;0,100127218;0,02406191;0,60052148;0,151100264;0,124189128;1,141799025;0,022196766;1141,982009;0,01272877;0,003140649;;;;;;;;
0,339548341;0,100152619;0,024068201;0,600470726;0,151087635;0,12422082;1,141840343;0,02222081;1141,942853;0,012714459;0,003137168;;;;;;;;
0,339917102;0,100177989;0,024074484;0,600420032;0,151075021;0,124252474;1,141881615;0,022244853;1141,90374;0,01270018;0,003133695;;;;;;;;
0,340285863;0,100203329;0,02408076;0,600369399;0,151062422;0,12428409;1,141922841;0,022268896;1141,86467;0,012685931;0,00313023;;;;;;;;
0,340654625;0,10022864;0,024087029;0,600318826;0,151049837;0,124315668;1,141964021;0,02229294;1141,825643;0,012671713;0,003126772;;;;;;;;
0,341023386;0,100253919;0,02409329;0,600268313;0,151037268;0,12434721;1,142005154;0,022316983;1141,78666;0,012657525;0,003123321;;;;;;;;
0,341392147;0,100279169;0,024099544;0,60021786;0,151024713;0,124378713;1,142046242;0,022341026;1141,747719;0,012643369;0,003119877;;;;;;;;
0,341760909;0,100304389;0,024105791;0,600167467;0,151012174;0,12441018;1,142087284;0,022365069;1141,708821;0,012629242;0,003116441;;;;;;;;
0,34212967;0,100329579;0,02411203;0,600117134;0,150999649;0,124441609;1,14212828;0,022389112;1141,669966;0,012615146;0,003113013;;;;;;;;
0,342498431;0,100354739;0,024118262;0,600066861;0,150987138;0,124473;1,142169231;0,022413155;1141,631153;0,012601081;0,003109591;;;;;;;;
0,342867192;0,100379869;0,024124486;0,600016647;0,150974643;0,124504355;1,142210137;0,022437198;1141,592383;0,012587045;0,003106177;;;;;;;;
0,343235954;0,100404969;0,024130704;0,599966493;0,150962162;0,124535673;1,142250996;0,022461241;1141,553656;0,01257304;0,00310277;;;;;;;;
0,343604715;0,10043004;0,024136914;0,599916397;0,150949695;0,124566954;1,142291811;0,022485283;1141,51497;0,012559064;0,003099371;;;;;;;;
0,343973476;0,100455081;0,024143117;0,599866361;0,150937244;0,124598197;1,14233258;0,022509326;1141,476327;0,012545119;0,003095978;;;;;;;;
0,344342237;0,100480092;0,024149313;0,599816384;0,150924807;0,124629405;1,142373305;0,022533369;1141,437726;0,012531203;0,003092593;;;;;;;;
0,344710999;0,100505074;0,024155501;0,599766466;0,150912384;0,124660575;1,142413984;0,022557412;1141,399168;0,012517317;0,003089215;;;;;;;;
0,34507976;0,100530026;0,024161682;0,599716607;0,150899976;0,124691709;1,142454619;0,022581454;1141,360651;0,012503461;0,003085844;;;;;;;;
0,345448521;0,100554949;0,024167857;0,599666806;0,150887582;0,124722806;1,142495208;0,022605497;1141,322176;0,012489634;0,00308248;;;;;;;;
0,345817283;0,100579843;0,024174024;0,599617063;0,150875203;0,124753867;1,142535753;0,02262954;1141,283743;0,012475837;0,003079124;;;;;;;;
0,346186044;0,100604708;0,024180183;0,599567379;0,150862838;0,124784891;1,142576253;0,022653582;1141,245351;0,012462069;0,003075774;;;;;;;;
0,346554805;0,100629543;0,024186336;0,599517754;0,150850488;0,124815879;1,142616709;0,022677625;1141,207002;0,01244833;0,003072432;;;;;;;;
0,346923566;0,100654349;0,024192482;0,599468186;0,150838152;0,124846831;1,14265712;0,022701667;1141,168693;0,01243462;0,003069096;;;;;;;;
0,347292328;0,100679126;0,02419862;0,599418676;0,15082583;0,124877747;1,142697487;0,022725709;1141,130427;0,01242094;0,003065768;;;;;;;;
0,347661089;0,100703875;0,024204752;0,599369224;0,150813523;0,124908626;1,14273781;0,022749752;1141,092201;0,012407288;0,003062446;;;;;;;;
0,34802985;0,100728594;0,024210876;0,59931983;0,15080123;0,12493947;1,142778089;0,022773794;1141,054017;0,012393666;0,003059132;;;;;;;;
0,348398611;0,100753284;0,024216994;0,599270494;0,150788951;0,124970278;1,142818323;0,022797836;1141,015874;0,012380072;0,003055824;;;;;;;;
0,348767373;0,100777946;0,024223104;0,599221214;0,150776686;0,12500105;1,142858514;0,022821878;1140,977772;0,012366507;0,003052524;;;;;;;;
0,349136134;0,100802579;0,024229207;0,599171993;0,150764435;0,125031786;1,142898661;0,022845921;1140,939711;0,01235297;0,00304923;;;;;;;;
0,349504895;0,100827183;0,024235304;0,599122828;0,150752199;0,125062487;1,142938764;0,022869963;1140,901692;0,012339462;0,003045943;;;;;;;;
0,349873657;0,100851758;0,024241393;0,599073721;0,150739976;0,125093151;1,142978823;0,022894005;1140,863713;0,012325982;0,003042664;;;;;;;;
0,350242418;0,100876305;0,024247476;0,59902467;0,150727768;0,125123781;1,143018839;0,022918047;1140,825774;0,012312531;0,00303939;;;;;;;;
0,350611179;0,100900824;0,024253551;0,598975676;0,150715574;0,125154375;1,143058811;0,022942089;1140,787877;0,012299108;0,003036124;;;;;;;;
0,35097994;0,100925314;0,02425962;0,598926739;0,150703394;0,125184933;1,14309874;0,022966131;1140,75002;0,012285713;0,003032865;;;;;;;;
0,351348702;0,100949776;0,024265681;0,598877859;0,150691227;0,125215457;1,143138625;0,022990173;1140,712203;0,012272347;0,003029612;;;;;;;;
0,351717463;0,100974209;0,024271736;0,598829035;0,150679075;0,125245945;1,143178467;0,023014215;1140,674427;0,012259008;0,003026366;;;;;;;;
0,352086224;0,100998614;0,024277784;0,598780267;0,150666937;0,125276398;1,143218266;0,023038257;1140,636692;0,012245697;0,003023127;;;;;;;;
0,352454985;0,101022991;0,024283825;0,598731556;0,150654812;0,125306816;1,143258023;0,023062298;1140,598996;0,012232414;0,003019895;;;;;;;;
0,352823747;0,10104734;0,024289859;0,598682901;0,150642701;0,125337199;1,143297736;0,02308634;1140,561341;0,012219159;0,003016669;;;;;;;;
0,353192508;0,101071661;0,024295886;0,598634302;0,150630605;0,125367547;1,143337406;0,023110382;1140,523726;0,012205931;0,00301345;;;;;;;;
0,353561269;0,101095954;0,024301906;0,598585758;0,150618522;0,12539786;1,143377033;0,023134424;1140,486151;0,012192731;0,003010237;;;;;;;;
0,353930031;0,101120219;0,02430792;0,59853727;0,150606452;0,125428139;1,143416618;0,023158465;1140,448616;0,012179559;0,003007032;;;;;;;;
0,354298792;0,101144456;0,024313927;0,598488838;0,150594397;0,125458382;1,14345616;0,023182507;1140,41112;0,012166413;0,003003832;;;;;;;;
0,354667553;0,101168665;0,024319927;0,598440462;0,150582355;0,125488592;1,14349566;0,023206548;1140,373665;0,012153295;0,00300064;;;;;;;;
0,355036314;0,101192846;0,02432592;0,598392141;0,150570327;0,125518766;1,143535117;0,02323059;1140,336249;0,012140205;0,002997454;;;;;;;;
0,355405076;0,101217;0,024331906;0,598343875;0,150558312;0,125548906;1,143574532;0,023254631;1140,298873;0,012127141;0,002994274;;;;;;;;
0,355773837;0,101241126;0,024337886;0,598295664;0,150546311;0,125579012;1,143613905;0,023278673;1140,261536;0,012114105;0,002991102;;;;;;;;
0,356142598;0,101265225;0,024343859;0,598247508;0,150534324;0,125609084;1,143653235;0,023302714;1140,224239;0,012101096;0,002987935;;;;;;;;
0,356511359;0,101289296;0,024349825;0,598199407;0,15052235;0,125639121;1,143692523;0,023326756;1140,186981;0,012088113;0,002984775;;;;;;;;
0,356880121;0,101313339;0,024355785;0,598151361;0,15051039;0,125669124;1,14373177;0,023350797;1140,149762;0,012075157;0,002981622;;;;;;;;
0,357248882;0,101337355;0,024361738;0,59810337;0,150498444;0,125699093;1,143770974;0,023374838;1140,112582;0,012062228;0,002978475;;;;;;;;
0,357617643;0,101361344;0,024367684;0,598055433;0,15048651;0,125729028;1,143810137;0,023398879;1140,075442;0,012049326;0,002975334;;;;;;;;
0,357986404;0,101385306;0,024373623;0,598007551;0,150474591;0,125758929;1,143849258;0,023422921;1140,038341;0,01203645;0,0029722;;;;;;;;
0,358355166;0,10140924;0,024379556;0,597959723;0,150462684;0,125788796;1,143888337;0,023446962;1140,001278;0,012023601;0,002969073;;;;;;;;
0,358723927;0,101433147;0,024385483;0,597911949;0,150450791;0,12581863;1,143927375;0,023471003;1139,964255;0,012010778;0,002965951;;;;;;;;
0,359092688;0,101457027;0,024391402;0,597864229;0,150438912;0,12584843;1,143966371;0,023495044;1139,92727;0,011997981;0,002962836;;;;;;;;
0,35946145;0,10148088;0,024397315;0,597816563;0,150427046;0,125878196;1,144005326;0,023519085;1139,890324;0,011985211;0,002959728;;;;;;;;
0,359830211;0,101504706;0,024403222;0,597768951;0,150415193;0,125907928;1,14404424;0,023543126;1139,853417;0,011972467;0,002956625;;;;;;;;
0,360198972;0,101528505;0,024409122;0,597721393;0,150403353;0,125937627;1,144083112;0,023567167;1139,816548;0,011959749;0,002953529;;;;;;;;
0,360567733;0,101552277;0,024415015;0,597673889;0,150391527;0,125967292;1,144121943;0,023591208;1139,779718;0,011947057;0,00295044;;;;;;;;
0,360936495;0,101576023;0,024420902;0,597626438;0,150379713;0,125996924;1,144160734;0,023615249;1139,742926;0,011934391;0,002947356;;;;;;;;
0,361305256;0,101599741;0,024426782;0,59757904;0,150367913;0,126026523;1,144199483;0,023639289;1139,706172;0,011921751;0,002944279;;;;;;;;
0,361674017;0,101623433;0,024432656;0,597531696;0,150356127;0,126056089;1,144238191;0,02366333;1139,669457;0,011909136;0,002941208;;;;;;;;
0,362042778;0,101647098;0,024438523;0,597484405;0,150344353;0,126085621;1,144276859;0,023687371;1139,63278;0,011896547;0,002938143;;;;;;;;
0,36241154;0,101670737;0,024444384;0,597437167;0,150332592;0,126115121;1,144315485;0,023711412;1139,596141;0,011883984;0,002935085;;;;;;;;
0,362780301;0,101694349;0,024450238;0,597389982;0,150320845;0,126144587;1,144354072;0,023735452;1139,55954;0,011871447;0,002932032;;;;;;;;
0,363149062;0,101717935;0,024456086;0,597342849;0,15030911;0,12617402;1,144392617;0,023759493;1139,522977;0,011858935;0,002928986;;;;;;;;
0,363517824;0,101741494;0,024461927;0,59729577;0,150297389;0,126203421;1,144431122;0,023783534;1139,486452;0,011846448;0,002925946;;;;;;;;
0,363886585;0,101765027;0,024467762;0,597248743;0,150285681;0,126232788;1,144469587;0,023807574;1139,449964;0,011833986;0,002922912;;;;;;;;
0,364255346;0,101788533;0,02447359;0,597201768;0,150273985;0,126262123;1,144508012;0,023831615;1139,413515;0,01182155;0,002919884;;;;;;;;
0,364624107;0,101812013;0,024479412;0,597154847;0,150262303;0,126291425;1,144546396;0,023855655;1139,377103;0,011809139;0,002916862;;;;;;;;
0,364992869;0,101835467;0,024485228;0,597107977;0,150250633;0,126320695;1,14458474;0,023879696;1139,340728;0,011796753;0,002913846;;;;;;;;
0,36536163;0,101858895;0,024491037;0,597061159;0,150238977;0,126349932;1,144623044;0,023903736;1139,304391;0,011784392;0,002910837;;;;;;;;
0,365730391;0,101882297;0,02449684;0,597014394;0,150227333;0,126379137;1,144661308;0,023927776;1139,268092;0,011772056;0,002907833;;;;;;;;
0,366099152;0,101905672;0,024502636;0,59696768;0,150215702;0,126408309;1,144699532;0,023951817;1139,23183;0,011759745;0,002904835;;;;;;;;
0,366467914;0,101929022;0,024508427;0,596921019;0,150204084;0,126437449;1,144737716;0,023975857;1139,195605;0,011747459;0,002901844;;;;;;;;
0,366836675;0,101952346;0,02451421;0,596874409;0,150192478;0,126466556;1,144775861;0,023999897;1139,159417;0,011735197;0,002898858;;;;;;;;
0,367205436;0,101975644;0,024519988;0,596827851;0,150180886;0,126495632;1,144813966;0,024023938;1139,123266;0,01172296;0,002895878;;;;;;;;
0,367574198;0,101998916;0,024525759;0,596781344;0,150169306;0,126524675;1,144852031;0,024047978;1139,087153;0,011710748;0,002892904;;;;;;;;
0,367942959;0,102022162;0,024531524;0,596734889;0,150157739;0,126553686;1,144890057;0,024072018;1139,051076;0,01169856;0,002889936;;;;;;;;
0,36831172;0,102045383;0,024537283;0,596688485;0,150146184;0,126582665;1,144928043;0,024096058;1139,015036;0,011686396;0,002886974;;;;;;;;
0,368680481;0,102068577;0,024543035;0,596642132;0,150134642;0,126611613;1,14496599;0,024120098;1138,979033;0,011674257;0,002884018;;;;;;;;
0,369049243;0,102091747;0,024548781;0,596595831;0,150123113;0,126640528;1,145003898;0,024144138;1138,943067;0,011662142;0,002881068;;;;;;;;
0,369418004;0,10211489;0,024554521;0,59654958;0,150111597;0,126669412;1,145041767;0,024168178;1138,907138;0,011650051;0,002878123;;;;;;;;
0,369786765;0,102138009;0,024560255;0,596503381;0,150100093;0,126698263;1,145079596;0,024192218;1138,871245;0,011637985;0,002875185;;;;;;;;
0,370155526;0,102161101;0,024565982;0,596457232;0,150088601;0,126727083;1,145117387;0,024216258;1138,835389;0,011625942;0,002872252;;;;;;;;
0,370524288;0,102184169;0,024571703;0,596411134;0,150077122;0,126755872;1,145155138;0,024240298;1138,799569;0,011613924;0,002869325;;;;;;;;
0,370893049;0,102207211;0,024577418;0,596365086;0,150065656;0,126784629;1,145192851;0,024264338;1138,763785;0,011601929;0,002866404;;;;;;;;
0,37126181;0,102230227;0,024583127;0,596319089;0,150054202;0,126813355;1,145230525;0,024288378;1138,728038;0,011589958;0,002863489;;;;;;;;
0,371630572;0,102253219;0,02458883;0,596273142;0,15004276;0,126842049;1,14526816;0,024312417;1138,692327;0,011578012;0,002860579;;;;;;;;
0,371999333;0,102276185;0,024594526;0,596227246;0,150031331;0,126870711;1,145305756;0,024336457;1138,656652;0,011566088;0,002857675;;;;;;;;
0,372368094;0,102299126;0,024600217;0,596181399;0,150019915;0,126899343;1,145343314;0,024360497;1138,621014;0,011554189;0,002854777;;;;;;;;
0,372736855;0,102322042;0,024605901;0,596135603;0,15000851;0,126927943;1,145380833;0,024384537;1138,585411;0,011542313;0,002851884;;;;;;;;
0,373105617;0,102344933;0,024611579;0,596089857;0,149997118;0,126956512;1,145418314;0,024408576;1138,549844;0,01153046;0,002848997;;;;;;;;
0,373474378;0,102367799;0,024617251;0,596044161;0,149985739;0,12698505;1,145455757;0,024432616;1138,514314;0,011518631;0,002846116;;;;;;;;
0,373843139;0,10239064;0,024622917;0,595998514;0,149974371;0,127013557;1,145493161;0,024456655;1138,478819;0,011506825;0,002843241;;;;;;;;
0,3742119;0,102413456;0,024628577;0,595952917;0,149963016;0,127042033;1,145530527;0,024480695;1138,44336;0,011495043;0,002840371;;;;;;;;
0,374580662;0,102436248;0,024634231;0,59590737;0,149951674;0,127070478;1,145567855;0,024504734;1138,407936;0,011483284;0,002837506;;;;;;;;
0,374949423;0,102459014;0,024639878;0,595861872;0,149940343;0,127098893;1,145605145;0,024528774;1138,372548;0,011471548;0,002834648;;;;;;;;
0,375318184;0,102481756;0,02464552;0,595816423;0,149929025;0,127127276;1,145642397;0,024552813;1138,337196;0,011459835;0,002831794;;;;;;;;
0,375686946;0,102504473;0,024651156;0,595771024;0,149917718;0,127155629;1,145679612;0,024576853;1138,301879;0,011448145;0,002828947;;;;;;;;
0,376055707;0,102527166;0,024656786;0,595725673;0,149906424;0,127183951;1,145716788;0,024600892;1138,266597;0,011436478;0,002826105;;;;;;;;
0,376424468;0,102549834;0,024662409;0,595680372;0,149895142;0,127212243;1,145753927;0,024624931;1138,231351;0,011424834;0,002823268;;;;;;;;
0,376793229;0,102572477;0,024668027;0,59563512;0,149883872;0,127240504;1,145791027;0,024648971;1138,19614;0,011413213;0,002820437;;;;;;;;
0,377161991;0,102595096;0,024673638;0,595589917;0,149872615;0,127268734;1,145828091;0,02467301;1138,160965;0,011401614;0,002817612;;;;;;;;
0,377530752;0,10261769;0,024679244;0,595544762;0,149861369;0,127296934;1,145865117;0,024697049;1138,125824;0,011390038;0,002814792;;;;;;;;
0,377899513;0,10264026;0,024684844;0,595499656;0,149850135;0,127325104;1,145902105;0,024721088;1138,090719;0,011378485;0,002811978;;;;;;;;
0,378268274;0,102662806;0,024690438;0,595454599;0,149838914;0,127353244;1,145939056;0,024745127;1138,055648;0,011366954;0,002809168;;;;;;;;
0,378637036;0,102685327;0,024696026;0,59540959;0,149827704;0,127381353;1,14597597;0,024769167;1138,020613;0,011355446;0,002806365;;;;;;;;
0,379005797;0,102707825;0,024701608;0,59536463;0,149816506;0,127409432;1,146012846;0,024793206;1137,985612;0,011343961;0,002803567;;;;;;;;
0,379374558;0,102730298;0,024707184;0,595319717;0,14980532;0,127437481;1,146049685;0,024817245;1137,950646;0,011332497;0,002800774;;;;;;;;
0,37974332;0,102752747;0,024712754;0,595274853;0,149794146;0,1274655;1,146086487;0,024841284;1137,915715;0,011321056;0,002797987;;;;;;;;
0,380112081;0,102775171;0,024718318;0,595230037;0,149782984;0,127493489;1,146123253;0,024865323;1137,880818;0,011309638;0,002795205;;;;;;;;
0,380480842;0,102797572;0,024723876;0,595185269;0,149771834;0,127521448;1,146159981;0,024889362;1137,845956;0,011298241;0,002792428;;;;;;;;
0,380849603;0,102819949;0,024729429;0,595140549;0,149760696;0,127549378;1,146196672;0,024913401;1137,811129;0,011286867;0,002789657;;;;;;;;
0,381218365;0,102842302;0,024734975;0,595095877;0,149749569;0,127577277;1,146233327;0,024937439;1137,776336;0,011275514;0,002786891;;;;;;;;
0,381587126;0,102864631;0,024740516;0,595051252;0,149738454;0,127605147;1,146269945;0,024961478;1137,741577;0,011264184;0,00278413;;;;;;;;
0,381955887;0,102886936;0,024746051;0,595006675;0,149727351;0,127632987;1,146306526;0,024985517;1137,706853;0,011252875;0,002781375;;;;;;;;
0,382324648;0,102909217;0,02475158;0,594962145;0,14971626;0,127660797;1,14634307;0,025009556;1137,672163;0,011241589;0,002778625;;;;;;;;
0,38269341;0,102931474;0,024757104;0,594917663;0,149705181;0,127688578;1,146379578;0,025033595;1137,637507;0,011230324;0,00277588;;;;;;;;
0,383062171;0,102953708;0,024762621;0,594873228;0,149694113;0,127716329;1,14641605;0,025057633;1137,602886;0,011219081;0,00277314;;;;;;;;
0,383430932;0,102975918;0,024768133;0,594828841;0,149683057;0,127744051;1,146452485;0,025081672;1137,568298;0,011207859;0,002770406;;;;;;;;
0,383799693;0,102998105;0,024773639;0,5947845;0,149672012;0,127771744;1,146488884;0,025105711;1137,533744;0,011196659;0,002767677;;;;;;;;
0,384168455;0,103020268;0,024779139;0,594740207;0,149660979;0,127799407;1,146525247;0,025129749;1137,499225;0,011185481;0,002764953;;;;;;;;
0,384537216;0,103042407;0,024784634;0,59469596;0,149649958;0,127827041;1,146561573;0,025153788;1137,464739;0,011174324;0,002762234;;;;;;;;
0,384905977;0,103064523;0,024790123;0,59465176;0,149638948;0,127854646;1,146597864;0,025177826;1137,430287;0,011163189;0,002759521;;;;;;;;
0,385274739;0,103086616;0,024795606;0,594607607;0,14962795;0,127882221;1,146634118;0,025201865;1137,395869;0,011152075;0,002756812;;;;;;;;
0,3856435;0,103108685;0,024801083;0,594563501;0,149616963;0,127909768;1,146670337;0,025225903;1137,361484;0,011140982;0,002754109;;;;;;;;
0,386012261;0,103130731;0,024806555;0,594519441;0,149605988;0,127937285;1,146706519;0,025249942;1137,327133;0,011129911;0,002751411;;;;;;;;
0,386473213;0,103158258;0,024813387;0,594464425;0,149592284;0,127971646;1,146751702;0,02527999;1137,284236;0,01111886;0,002748718;;;;;;;;
0,386934164;0,10318575;0,024820211;0,594409482;0,149578597;0,128005961;1,14679683;0,025310038;1137,241392;0,011105076;0,002745359;;;;;;;;
0,387395116;0,103213205;0,024827025;0,59435461;0,149564929;0,12804023;1,146841901;0,025340086;1137,1986;0,011091324;0,002742008;;;;;;;;
0,387856067;0,103240624;0,024833831;0,594299811;0,149551278;0,128074455;1,146886917;0,025370134;1137,15586;0,011077605;0,002738664;;;;;;;;
0,388317019;0,103268008;0,024840628;0,594245084;0,149537645;0,128108636;1,146931878;0,025400181;1137,113172;0,011063918;0,002735329;;;;;;;;
0,388777971;0,103295355;0,024847416;0,594190429;0,14952403;0,128142771;1,146976783;0,025430229;1137,070535;0,011050264;0,002732001;;;;;;;;
0,389238922;0,103322666;0,024854196;0,594135845;0,149510432;0,128176862;1,147021633;0,025460277;1137,027951;0,011036643;0,002728681;;;;;;;;
0,389699874;0,103349942;0,024860966;0,594081332;0,149496852;0,128210908;1,147066428;0,025490325;1136,985418;0,011023054;0,002725369;;;;;;;;
0,390160825;0,103377181;0,024867728;0,594026891;0,14948329;0,12824491;1,147111168;0,025520372;1136,942936;0,011009497;0,002722065;;;;;;;;
0,390621777;0,103404386;0,024874482;0,593972521;0,149469745;0,128278867;1,147155853;0,02555042;1136,900506;0,010995972;0,002718768;;;;;;;;
0,391082729;0,103431554;0,024881226;0,593918221;0,149456218;0,128312781;1,147200484;0,025580467;1136,858127;0,010982479;0,00271548;;;;;;;;
0,39154368;0,103458688;0,024887962;0,593863992;0,149442708;0,12834665;1,14724506;0,025610515;1136,815799;0,010969018;0,002712199;;;;;;;;
0,392004632;0,103485786;0,024894689;0,593809834;0,149429216;0,128380475;1,147289582;0,025640562;1136,773522;0,010955589;0,002708925;;;;;;;;
0,392465583;0,103512848;0,024901408;0,593755746;0,149415741;0,128414256;1,147334049;0,02567061;1136,731296;0,010942192;0,00270566;;;;;;;;
0,392926535;0,103539876;0,024908118;0,593701729;0,149402283;0,128447994;1,147378462;0,025700657;1136,689121;0,010928826;0,002702401;;;;;;;;
0,393387487;0,103566869;0,02491482;0,593647781;0,149388843;0,128481688;1,147422821;0,025730704;1136,646996;0,010915491;0,002699151;;;;;;;;
0,393848438;0,103593826;0,024921513;0,593593903;0,14937542;0,128515339;1,147467126;0,025760751;1136,604922;0,010902188;0,002695908;;;;;;;;
0,39430939;0,103620749;0,024928197;0,593540095;0,149362014;0,128548946;1,147511378;0,025790799;1136,562898;0,010888916;0,002692673;;;;;;;;
0,394770341;0,103647636;0,024934873;0,593486356;0,149348625;0,128582509;1,147555575;0,025820846;1136,520924;0,010875675;0,002689445;;;;;;;;
0,395231293;0,103674489;0,02494154;0,593432687;0,149335254;0,12861603;1,14759972;0,025850893;1136,479001;0,010862465;0,002686225;;;;;;;;
0,395692245;0,103701308;0,024948199;0,593379087;0,149321899;0,128649507;1,14764381;0,02588094;1136,437127;0,010849286;0,002683012;;;;;;;;
0,396153196;0,103728092;0,02495485;0,593325555;0,149308562;0,128682941;1,147687848;0,025910987;1136,395304;0,010836138;0,002679806;;;;;;;;
0,396614148;0,103754841;0,024961492;0,593272093;0,149295242;0,128716333;1,147731832;0,025941034;1136,35353;0,01082302;0,002676608;;;;;;;;
0,397075099;0,103781556;0,024968125;0,593218699;0,149281938;0,128749681;1,147775764;0,025971081;1136,311806;0,010809933;0,002673418;;;;;;;;
0,397536051;0,103808236;0,024974751;0,593165374;0,149268652;0,128782987;1,147819642;0,026001128;1136,270132;0,010796876;0,002670235;;;;;;;;
0,397997002;0,103834883;0,024981367;0,593112117;0,149255383;0,12881625;1,147863468;0,026031174;1136,228507;0,01078385;0,002667059;;;;;;;;
0,398457954;0,103861495;0,024987976;0,593058928;0,14924213;0,128849471;1,147907241;0,026061221;1136,186931;0,010770854;0,00266389;;;;;;;;
0,398918906;0,103888073;0,024994576;0,593005808;0,149228894;0,128882649;1,147950961;0,026091268;1136,145405;0,010757889;0,002660729;;;;;;;;
0,399379857;0,103914617;0,025001168;0,592952755;0,149215675;0,128915785;1,147994629;0,026121314;1136,103927;0,010744953;0,002657575;;;;;;;;
0,399840809;0,103941127;0,025007752;0,592899769;0,149202473;0,128948879;1,148038245;0,026151361;1136,062499;0,010732047;0,002654428;;;;;;;;
0,40030176;0,103967604;0,025014327;0,592846852;0,149189287;0,128981931;1,148081808;0,026181408;1136,02112;0,010719171;0,002651289;;;;;;;;
0,400762712;0,103994047;0,025020894;0,592794001;0,149176118;0,12901494;1,14812532;0,026211454;1135,979789;0,010706325;0,002648157;;;;;;;;
0,401223664;0,104020456;0,025027453;0,592741218;0,149162966;0,129047908;1,148168779;0,026241501;1135,938507;0,010693508;0,002645031;;;;;;;;
0,401684615;0,104046831;0,025034003;0,592688502;0,14914983;0,129080834;1,148212187;0,026271547;1135,897274;0,010680721;0,002641913;;;;;;;;
0,402145567;0,104073173;0,025040546;0,592635852;0,149136711;0,129113718;1,148255543;0,026301593;1135,856089;0,010667964;0,002638803;;;;;;;;
0,402606518;0,104099481;0,02504708;0,59258327;0,149123608;0,129146561;1,148298847;0,02633164;1135,814952;0,010655236;0,002635699;;;;;;;;
0,40306747;0,104125756;0,025053606;0,592530754;0,149110522;0,129179362;1,1483421;0,026361686;1135,773864;0,010642537;0,002632602;;;;;;;;
0,403528422;0,104151998;0,025060124;0,592478304;0,149097452;0,129212122;1,148385302;0,026391732;1135,732824;0,010629867;0,002629512;;;;;;;;
0,403989373;0,104178207;0,025066634;0,592425921;0,149084398;0,129244841;1,148428452;0,026421779;1135,691831;0,010617226;0,00262643;;;;;;;;
0,404450325;0,104204382;0,025073135;0,592373603;0,149071361;0,129277518;1,148471552;0,026451825;1135,650887;0,010604614;0,002623354;;;;;;;;
0,404911276;0,104230525;0,025079629;0,592321352;0,14905834;0,129310154;1,1485146;0,026481871;1135,609991;0,010592031;0,002620286;;;;;;;;
0,405372228;0,104256634;0,025086115;0,592269166;0,149045335;0,129342749;1,148557597;0,026511917;1135,569142;0,010579477;0,002617224;;;;;;;;
0,405833179;0,104282711;0,025092592;0,592217046;0,149032347;0,129375303;1,148600544;0,026541963;1135,52834;0,010566951;0,002614169;;;;;;;;
0,406294131;0,104308755;0,025099062;0,592164992;0,149019375;0,129407817;1,14864344;0,026572009;1135,487586;0,010554454;0,002611121;;;;;;;;
0,406755083;0,104334766;0,025105523;0,592113002;0,149006419;0,129440289;1,148686285;0,026602055;1135,44688;0,010541985;0,00260808;;;;;;;;
0,407216034;0,104360745;0,025111977;0,592061078;0,148993479;0,129472721;1,14872908;0,026632101;1135,406221;0,010529545;0,002605046;;;;;;;;
0,407676986;0,104386691;0,025118422;0,592009219;0,148980555;0,129505113;1,148771825;0,026662147;1135,365609;0,010517133;0,002602019;;;;;;;;
0,408137937;0,104412604;0,02512486;0,591957425;0,148967647;0,129537464;1,14881452;0,026692193;1135,325044;0,010504749;0,002598999;;;;;;;;
0,408598889;0,104438485;0,02513129;0,591905695;0,148954755;0,129569775;1,148857164;0,026722238;1135,284526;0,010492393;0,002595985;;;;;;;;
0,409059841;0,104464334;0,025137711;0,59185403;0,14894188;0,129602045;1,148899759;0,026752284;1135,244054;0,010480066;0,002592978;;;;;;;;
0,409520792;0,10449015;0,025144125;0,591802429;0,14892902;0,129634276;1,148942303;0,02678233;1135,20363;0,010467766;0,002589978;;;;;;;;
0,409981744;0,104515935;0,025150531;0,591750893;0,148916176;0,129666466;1,148984798;0,026812375;1135,163252;0,010455494;0,002586985;;;;;;;;
0,410442695;0,104541687;0,025156929;0,59169942;0,148903347;0,129698616;1,149027243;0,026842421;1135,12292;0,010443249;0,002583998;;;;;;;;
0,410903647;0,104567407;0,02516332;0,591648012;0,148890535;0,129730727;1,149069639;0,026872467;1135,082635;0,010431032;0,002581018;;;;;;;;
0,411364599;0,104593095;0,025169702;0,591596667;0,148877738;0,129762797;1,149111986;0,026902512;1135,042397;0,010418843;0,002578045;;;;;;;;
