l [m],C3H8,C2H4,H2,C2H6,C3H6,FLMOL [kgmol/hr],t [s],T [K],2,3
0.001,0.002689157530162537,0.0006300510886280311,0.794655475574805,0.19870610718761386,0.0033192086187905684,1.0033302624546327,6.67757279835358e-05,1270.1368435911404,0.38235005384672005,0.08957246792040233
0.002,0.005178383155246198,0.0012139284643685945,0.7897077675490619,0.19750760921170843,0.006392311619614793,1.0064334361482592,0.00013348770021663552,1267.3264806669024,0.35616122533440703,0.08353334012027125
0.003,0.007493928670559128,0.0017576511557336099,0.7851048074684068,0.19639203287900786,0.009251579826292738,1.0093379708086443,0.00020014145809732177,1264.6936640059196,0.33326287046272524,0.07824688342494654
0.004,0.009657264200495317,0.0022661469651795033,0.7808040068669648,0.19534917080168548,0.01192341116567482,1.01206729447941,0.00026674176821782293,1262.2175854216757,0.3130728595274239,0.07358064367621284
0.005,0.011686167018623588,0.0027435001120139305,0.7767700992768665,0.19437056646185855,0.014429667130637517,1.0146409308898607,0.0003332927686751793,1259.8808907271223,0.2951388409305412,0.06943158174365754
0.006,0.013595517804806135,0.0031931325064479396,0.7729735619461906,0.19344913743130124,0.01678865031125407,1.0170753219199196,0.0003997980812583519,1257.668954149849,0.2791039317019739,0.06571832031393983
0.007,0.015397893784080612,0.003617938903632826,0.7693894400657487,0.1925788945588245,0.01901583268771343,1.0193844440321733,0.00046626089884028803,1255.5693341336346,0.2646827629022623,0.06237572502047106
0.008,0.017104017841767377,0.0040203893274203895,0.7659964564228825,0.1917547292387421,0.02112440716918776,1.021580277743056,0.0005326840544138305,1253.5713586050695,0.2516444030950379,0.05935103768992922
0.009000000000000001,0.018723103585804726,0.004402607828082212,0.7627763272830858,0.1909722498891404,0.02312571141388693,1.0236731703189343,0.0005990700763114382,1251.6658043623725,0.23979995796383555,0.05660106582403218
0.010000000000000002,0.020263123963876948,0.004766433839517961,0.7597132297934072,0.19022765459980306,0.025029557803394904,1.0256721196049834,0.0006654212328708953,1249.8446460273071,0.2289934155377433,0.054090105855546876
0.011000000000000003,0.02173102286444123,0.005113470548714742,0.756793382405034,0.18951763076865408,0.026844493413155965,1.0275849987298615,0.0007317395689310417,1248.1008571763898,0.2190947862751755,0.05178838567808469
0.012000000000000004,0.023132883608159207,0.005445123438202596,0.7540047107547513,0.18883927515252502,0.028578007046361792,1.0294187358878601,0.0007980269359265533,1246.428251139911,0.2099948931042941,0.0496708808301375
0.013000000000000005,0.024474064437075407,0.005762631300348584,0.7513365789729853,0.1881900295521666,0.030236695737423984,1.03117945956969,0.0008642850169126878,1244.8213523271004,0.2016013658492543,0.04771640364222457
0.014000000000000005,0.02575930845085726,0.0060670914189099295,0.7487795716533291,0.18756762860713666,0.03182639986976719,1.0328726169206492,0.0009305153475339467,1243.2752913055474,0.19383552700443354,0.04590689455185312
0.015000000000000006,0.026992833550928415,0.006359480184268996,0.7463253154609137,0.18697005706869155,0.03335231373519742,1.0345030709834657,0.0009967193337180407,1241.7857185550106,0.18662994555430754,0.044226865048063384
0.016000000000000007,0.028178406592550595,0.006640670099459827,0.7439663320538411,0.1863955145621381,0.03481907669201043,1.0360751811926352,0.001062898266703699,1240.3487330407702,0.1799264973107641,0.04266295566236626
0.017000000000000008,0.02931940495159327,0.006911443908173488,0.7416959159605934,0.18584238631987315,0.03623084885976676,1.037592870467894,0.0011290533358808647,1238.9608226500054,0.17367481341664684,0.04120358218347548
0.01800000000000001,0.030418867978926505,0.007172506408934726,0.7395080325107845,0.185309218713493,0.03759137438786124,1.0390596814985438,0.0011951856398229822,1237.6188142012466,0.16783102926793508,0.03983865019612296
0.01900000000000001,0.03147954026724846,0.007424494394833773,0.7373972320030858,0.1847946986727498,0.03890403466208225,1.040478824243533,0.0012612961958151656,1236.3198312369889,0.16235676808080943,0.03855932301812716
0.02000000000000001,0.03250390824150262,0.007667985063955952,0.7353585771141307,0.18429763627495238,0.04017189330545859,1.041853216242857,0.001327385948123191,1235.0612581884754,0.15721830929724281,0.03735783172644752
0.02100000000000001,0.03349423126886251,0.00790350317380885,0.7333875811770004,0.1838169499376569,0.04139773444267136,1.0431855170075184,0.0013934557752022282,1233.8407097915322,0.1523859037553216,0.036227318621914355
0.022000000000000013,0.0344525682419646,0.008131527157788428,0.7314801554382329,0.18335165376226098,0.04258409539975303,1.0444781575020248,0.0014595064960079417,1232.6560048560411,0.14783320626116261,0.03516170745757484
0.023000000000000013,0.035380800401238324,0.008352494378867344,0.7296325637746772,0.18290084666511155,0.04373329478010569,1.0457333655363954,0.0015255388755437646,1231.5051436657134,0.14353680272921981,0.03415559523716462
0.024000000000000014,0.03628065101542733,0.0085668056621871,0.7278413836424812,0.18246370300229003,0.044847456677614445,1.0469531877302218,0.0015915536297550815,1230.3862884213227,0.13947581399750214,0.03320416151159937
0.025000000000000015,0.03715370242388821,0.008774829221854977,0.7261034722595172,0.1820394644489964,0.045928531645743204,1.0481395085894025,0.001657551429862485,1229.2977462483823,0.13563156219287853,0.03230309195735413
0.026000000000000016,0.03800141085270681,0.008976904076328915,0.7244159372040646,0.181627432937864,0.046978314929035724,1.0492940671392361,0.0017235329062112023,1228.2379543759914,0.1319872884199114,0.03144851367923206
0.027000000000000017,0.038825119343640885,0.009173343030079096,0.722776110757383,0.18122696449517692,0.04799846237371998,1.0504184714799931,0.0017894986517015207,1227.2054671622132,0.12852791279240983,0.030636940190616448
0.028000000000000018,0.03962606907627694,0.009364435285808647,0.7211815274340546,0.18083746384177427,0.04899050436208558,1.051514211568649,0.001855449224854963,1226.1989446966174,0.12523982957940846,0.029865224422947555
0.02900000000000002,0.04040540931645766,0.009550448740687102,0.7196299042378265,0.18045837964788394,0.04995585805714475,1.0525826704799048,0.0019213851525626724,1225.2171427553906,0.12211073161414768,0.02913051842951042
0.03000000000000002,0.04116420618561053,0.00973163201125511,0.718119123256897,0.1800892003493718,0.050895838196865634,1.0536251343584593,0.0019873069325555865,1224.25890392087,0.11912945920319375,0.028430238696470513
0.03100000000000002,0.04190345041424514,0.009908216224477585,0.7166472162747766,0.17972945044777786,0.05181166663872272,1.0546428012408184,0.002053215035630259,1223.3231497072125,0.11628586963874056,0.027762036171327505
0.03200000000000002,0.0426240642171629,0.01008041660653006,0.7152123511238827,0.17937868722873138,0.05270448082369296,1.0556367888972185,0.0021191099076594004,1222.4088735584533,0.11357072410982573,0.027123770276815472
0.03300000000000002,0.043326907406720946,0.010248433896044488,0.7138128195510668,0.17903649784340248,0.053575341302765436,1.0566081418213604,0.0021849919714121927,1221.5151346055086,0.11097558936533712,0.026513486305294067
0.03400000000000002,0.044012782842940794,0.010412455604517395,0.7124470263990926,0.178702496705991,0.05442523844745819,1.057557837476645,0.002250861628206037,1220.6410520855245,0.1084927519321901,0.025929395691423447
0.035000000000000024,0.04468244130465762,0.010572657143236306,0.7111134799370272,0.17837632316718494,0.055255098447893926,1.058486791891776,0.0023167192594085355,1219.7858003410186,0.10611514305804927,0.02536985874442491
0.036000000000000025,0.045336585853721294,0.010729202833285174,0.7098107831966736,0.17805763942931357,0.056065788687006464,1.0593958646853372,0.0023825652278060615,1218.9486043280235,0.10383627284678484,0.024833369489436277
0.037000000000000026,0.04597587575404704,0.010882246812845735,0.7085376261924387,0.17774612867377573,0.05685812256689277,1.0602858635878207,0.002448399878853193,1218.1287355723239,0.10165017229987604,0.02431854232342081
0.03800000000000003,0.04660092999871987,0.011031933854038898,0.707292778919073,0.17744149337540938,0.057632863852758766,1.061157548520192,0.002514223541815514,1217.3255085212134,0.09955134217876446,0.02382410023718545
