l,"""Cl2 + Propene --> AllylCl + HCl"" rate","""Cl2 + Propene --> 12-ClC3"" rate",HCl,Propene,Cl2,AllylCl,12-ClC3,FLMOL,T
5.619999999999925,0.0007044274524032284,0.0006507459491731462,0.019060117301647125,0.7719039060275341,0.1447959760150752,0.019060117301647125,0.04517988335409646,0.5999126492266159,590.672117866399
5.629999999999924,0.000706800938380423,0.000650329778818946,0.019144864450446886,0.7718031399920167,0.14464715331940534,0.019144864450446886,0.04525997778768406,0.599866680123366,590.9174700807644
5.639999999999924,0.0007091793769441511,0.0006499114852584306,0.01922990392799421,0.7717020894781907,0.14449806969674345,0.01922990392799421,0.0453400329690773,0.5998207405875456,591.1629875428539
5.649999999999924,0.0007115627550356692,0.0006494910652851414,0.019315236366187184,0.7716007539107277,0.14434872474146965,0.019315236366187184,0.04542004861542841,0.5997748307694619,591.4086703287109
5.659999999999924,0.0007139510593358491,0.0006490685157061785,0.019400862395367802,0.7714991327159645,0.1441991180499589,0.019400862395367802,0.04550002444334099,0.599728950819648,591.6545185117125
5.6699999999999235,0.0007163442762631045,0.00064864383334243,0.019486782644289297,0.7713972253219367,0.1440492492206128,0.019486782644289297,0.045579960168871725,0.5996831008888615,591.9005321625406
5.679999999999923,0.0007187423919713139,0.0006482170150287991,0.019572997740083118,0.771295031158411,0.1438991178538908,0.019572997740083118,0.0456598555075319,0.5996372811280836,592.1467113491524
5.689999999999923,0.0007211453923477299,0.0006477880576144348,0.019659508308225722,0.7711925496569172,0.14374872355234253,0.019659508308225722,0.045739710174289065,0.5995914916885187,592.3930561367508
5.699999999999923,0.0007235532630108824,0.0006473569579629597,0.019746314972505046,0.7710897802507816,0.14359806592063945,0.019746314972505046,0.045819523883568664,0.5995457327215926,592.6395665877544
5.709999999999923,0.000725965989308473,0.0006469237129527055,0.019833418354986806,0.7709867223751627,0.14344714456560798,0.019833418354986806,0.045899296349255915,0.5995000043789513,592.8862427617676
5.7199999999999225,0.00072838355631527,0.0006464883194769508,0.019920819075980353,0.7708833754670807,0.1432959590962613,0.019920819075980353,0.045979027284697264,0.5994543068124617,593.1330847155502
5.729999999999922,0.0007308059488309841,0.000646050774444149,0.02000851775400448,0.7707797389654555,0.14314450912383295,0.02000851775400448,0.046058716402702427,0.5994086401742079,593.3800925029877
5.739999999999922,0.0007332331513781504,0.0006456110747781757,0.020096515005752828,0.7706758123111385,0.1429927942618097,0.020096515005752828,0.04613836341554609,0.5993630046164917,593.62726617506
5.749999999999922,0.0007356651481999939,0.0006451692174185642,0.020184811446058985,0.7705715949469476,0.14284081412596464,0.020184811446058985,0.046217968034969685,0.5993174002918321,593.8746057798107
5.759999999999922,0.0007381019232582885,0.0006447251993207464,0.020273407687861466,0.7704670863177023,0.14268856833439122,0.020273407687861466,0.046297529972183345,0.5992718273529622,594.1221113623171
5.769999999999921,0.0007405434602312227,0.0006442790174562984,0.02036230434216828,0.7703622858702588,0.14253605650753687,0.02036230434216828,0.04637704893786782,0.5992262859528298,594.369782964658
5.779999999999921,0.0007429897425112372,0.000643830668813186,0.020451502018021286,0.7702571930535439,0.14238327826823702,0.020451502018021286,0.04645652464217633,0.5991807762445955,594.6176206258829
5.789999999999921,0.0007454407532028694,0.0006433801503960074,0.020541001322460315,0.770151807318593,0.14223023324174974,0.020541001322460315,0.04653595679473666,0.5991352983816316,594.8656243819805
5.799999999999921,0.0007478964751206037,0.0006429274592262505,0.020630802860486908,0.770046128118583,0.14207692105579,0.020630802860486908,0.04661534510465304,0.5990898525175209,595.1137942658472
5.809999999999921,0.0007503568907866782,0.0006424725923425316,0.020720907235027917,0.7699401549088711,0.1419233413405648,0.020720907235027917,0.04669468928050833,0.5990444388060556,595.362130307255
5.81999999999992,0.0007528219824289316,0.0006420155468008599,0.0208113150468987,0.7698338871470288,0.14176949372880793,0.0208113150468987,0.046773989030365955,0.598999057401236,595.6106325328197
5.82999999999992,0.0007552917319786123,0.0006415563196748818,0.020902026894766144,0.76972732429288,0.14161537785581557,0.020902026894766144,0.046853244061772145,0.5989537084572693,595.8593009659686
5.83999999999992,0.0007577661210681913,0.0006410949080561427,0.020993043375111355,0.7696204658085376,0.14146099335948167,0.020993043375111355,0.04693245408175801,0.5989083921285676,596.1081356269082
5.84999999999992,0.0007602451310291749,0.0006406313090543416,0.021084365082192087,0.7695133111584401,0.14130633988033395,0.021084365082192087,0.047011618796841764,0.5988631085697484,596.3571365325913
5.8599999999999195,0.0007627287428898985,0.0006401655197975923,0.021175992608004908,0.7694058598093896,0.14115141706156978,0.021175992608004908,0.047090737913030936,0.5988178579356317,596.6063036966851
5.869999999999919,0.0007652169373733375,0.0006396975374326815,0.02126792654224704,0.7692981112305886,0.14099622454909266,0.02126792654224704,0.04716981113582461,0.5987726403812391,596.8556371295373
5.879999999999919,0.0007677096948948859,0.000639227359125335,0.021360167472277994,0.7691900648936794,0.14084076199154874,0.021360167472277994,0.04724883817021578,0.5987274560617925,597.1051368381436
5.889999999999919,0.0007702069955601574,0.0006387549820604816,0.021452715983080857,0.769081720272781,0.14068502904036362,0.021452715983080857,0.04732781872069362,0.5986823051327129,597.3548028261142
5.899999999999919,0.0007727088191627588,0.0006382804034425179,0.02154557265722334,0.7689730768445281,0.14052902534977937,0.02154557265722334,0.04740675249124588,0.5986371877496193,597.6046350936405
5.909999999999918,0.0007752151451820705,0.0006378036204955773,0.021638738074818527,0.7688641340881098,0.14037275057689183,0.021638738074818527,0.047485639185361306,0.5985921040683263,597.8546336374611
5.919999999999918,0.000777725952781026,0.0006373246304638003,0.021732212813485342,0.7687548914853088,0.1402162043816884,0.021732212813485342,0.04756447850603207,0.5985470542448434,598.1047984508284
5.929999999999918,0.0007802412208038754,0.0006368434306116065,0.02182599744830877,0.7686453485205407,0.14005938642708562,0.02182599744830877,0.04764327015575627,0.5985020384353739,598.3551295234743
5.939999999999918,0.0007827609277739589,0.0006363600182239672,0.021920092551799726,0.7685355046808928,0.1399022963789673,0.021920092551799726,0.04772201383654043,0.5984570567963124,598.605626841576
5.949999999999918,0.0007852850518914644,0.0006358743906066813,0.022014498693854717,0.7684253594561654,0.139744933906223,0.022014498693854717,0.04780070924990208,0.5984121094842444,598.8562903877222
5.959999999999917,0.0007878135710311872,0.000635386545086651,0.022109216441715186,0.7683149123389111,0.13958729868078637,0.022109216441715186,0.04787935609687238,0.5983671966559441,599.1071201408774
5.969999999999917,0.000790346462740289,0.0006348964790121646,0.022204246359926516,0.7682041628244745,0.139429390377674,0.022204246359926516,0.04795795407799866,0.5983223184683735,599.3581160763483
5.979999999999917,0.0007928837042360437,0.0006344041897531698,0.022299589010296883,0.7680931104110342,0.1392712086750247,0.022299589010296883,0.04803650289334722,0.59827747507868,599.6092781657483
5.989999999999917,0.0007954252724035975,0.0006339096747015639,0.022395244951855735,0.7679817545996437,0.13911275325413885,0.022395244951855735,0.04811500224250602,0.5982326666441956,599.8606063769624
5.9999999999999165,0.0007979711437937085,0.0006334129312714745,0.022491214740811935,0.7678700948942712,0.1389540237995176,0.022491214740811935,0.048193451824587355,0.5981878933224352,600.1121006741124
6.009999999999916,0.0008005212946204892,0.000632913956899543,0.022587498930511766,0.7677581308018427,0.1387950199989031,0.022587498930511766,0.04827185133823075,0.5981431552710947,600.3637610175208
6.019999999999916,0.0008030757007591553,0.0006324127490452163,0.022684098071396513,0.7676458618322829,0.1386357415433183,0.022684098071396513,0.04835020048160573,0.59809845264805,600.6155873636757
6.029999999999916,0.0008056343377437613,0.000631909305191033,0.02278101271095986,0.767533287498558,0.1384761881271078,0.02278101271095986,0.04842849895241479,0.5980537856113541,600.8675796651946
6.039999999999916,0.0008081971807649419,0.000631403622842918,0.022878243393704888,0.7674204073167165,0.1383163594479776,0.022878243393704888,0.04850674644789617,0.5980091543192374,601.119737870789
6.0499999999999154,0.000810764204667643,0.000630895699530471,0.02297579066110096,0.7673072208059343,0.1381562552070369,0.02297579066110096,0.048584942664827,0.5979645589301038,601.3720619252274
6.059999999999915,0.0008133353839488637,0.0006303855328072661,0.023073655051540114,0.7671937274885553,0.13799587510883848,0.023073655051540114,0.04866308729952612,0.597919999602531,601.6245517692997
6.069999999999915,0.0008159106927553834,0.0006298731202511445,0.023171837100293316,0.7670799268901358,0.13783521886142036,0.023171837100293316,0.04874118004785724,0.5978754764952674,601.8772073397805
6.079999999999915,0.0008184901048814984,0.0006293584594645123,0.023270337339466388,0.7669658185394878,0.13767428617634747,0.023270337339466388,0.04881922060523203,0.597830989767231,602.1300285693922
6.089999999999915,0.0008210735937667547,0.0006288415480746449,0.023369156297955624,0.7668514019687221,0.13751307676875332,0.023369156297955624,0.04889720866661314,0.5977865395775076,602.3830153867683
